adx_ext,close_ext,confluence_mode,deeper,dmi_aligned,dmi_category,dmi_force_confirmed,dt_ext,dx_ext,end_dt,interval,kvo_diff_ext,kvo_ext,kvo_sig_ext,mae,mdi_ext,mfe,pdi_ext,pos_ext,ref_episodes,ret_10,ret_20,ret_5,side,start_dt,symbol
26.921376463707166,18.251,2,True,True,impulsion,True,2025-02-09 00:00:00 UTC,52.57144378526939,2025-02-17 00:00:00 UTC,1d,-87292050.32291162,-171090999.20526558,-83798948.88235396,-0.0869541394992055,30.536151095666987,0.26354720289299216,9.492507397784617,152,2,0.015863297339418825,0.2372720493525864,-0.057818388312425695,SHORT,2025-02-01 00:00:00 UTC,LINKUSDT
33.61869055681347,13.127,2,False,True,impulsion,True,2025-03-11 00:00:00 UTC,38.34143061474841,2025-03-14 00:00:00 UTC,1d,-54691183.2136973,-154756288.26522171,-100065105.05152442,-0.21878570884436654,32.947590489188464,0.0371752875752267,14.68469196268313,182,1,-0.05919873862251834,-0.02777366316101315,-0.0173665693539935,SHORT,2025-03-09 00:00:00 UTC,LINKUSDT
23.236346981908177,11.445,2,False,True,impulsion,True,2025-04-07 00:00:00 UTC,47.87651837216582,2025-04-10 00:00:00 UTC,1d,-124958069.12694709,-161431509.02203816,-36473439.89509107,-0.3404106596767147,34.28335759162423,0.08816076889471391,12.084190101569558,209,1,-0.0865921787709496,-0.21340206185567012,-0.12892914224826846,SHORT,2025-03-30 00:00:00 UTC,LINKUSDT
20.799484153915454,20.135,2,False,True,impulsion,True,2025-09-25 00:00:00 UTC,37.04755472162669,2025-09-29 00:00:00 UTC,1d,-92351429.05990458,-146023761.95508826,-53672332.89518368,-0.1788428110255773,30.87234408995341,0.6212565185001242,14.181132643231411,380,1,-0.08418993905212402,0.11600709455714453,-0.0546060662973048,SHORT,2025-09-19 00:00:00 UTC,LINKUSDT
39.84576181554483,14.674,2,False,True,impulsion,True,2025-11-04 00:00:00 UTC,56.04781773110539,2025-11-08 00:00:00 UTC,1d,-48585160.67786113,-75182723.92406482,-26597563.246203683,-0.14399618372631862,37.531595964693935,0.20955431375221478,10.571090135494536,420,1,0.06356454301659764,0.13234045836870134,-0.07809260539046303,SHORT,2025-11-04 00:00:00 UTC,LINKUSDT
45.97786446375197,12.167,2,False,True,impulsion,True,2025-11-22 00:00:00 UTC,58.30847587670621,2025-11-24 00:00:00 UTC,1d,-68482422.79326989,-135584408.47155845,-67101985.678288564,-0.23284293580997772,28.619734203880615,0.03558806608038134,7.5371854372006775,438,1,-0.09606240713224379,-0.10740224488298733,-0.0872468117029257,SHORT,2025-11-13 00:00:00 UTC,LINKUSDT
23.65788757837074,11.925,2,False,True,impulsion,True,2025-12-18 00:00:00 UTC,37.2845879353647,2025-12-27 00:00:00 UTC,1d,-64038343.978390895,-68074311.48277798,-4035967.50438709,-0.19354297693920341,26.21657801429407,0.007631027253668821,11.976460852730336,464,2,-0.04508327994875072,-0.11239300334946034,-0.03753026634382561,SHORT,2025-12-11 00:00:00 UTC,LINKUSDT
